0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7th Cathedral,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Raiders of the Lost Ankh,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Legend,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#,Name,Description,Notes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,@,Ritual Circle,Followers of the Mystery Church conduct special rituals here to summon magical items,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,f,Goat Enclosure,Pastures for the Sacrificial Goats used in Mystery Rituals,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,g,Goat Enclosure,Pastures for the Sacrificial Goats used in Mystery Rituals,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,b,Pond,The Goats drink from here,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,c,Pond,The water is muddy and stagnant,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,r,Fence,"It's 7 feet high and 2 feet thick, which seems like overkill",
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,&,Painted Line,This purple line separates the two sects of the Mystery Church,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,Cathedral,There's an eery echo in this place,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,Cathedral,There's an eery echo in this place,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,s4,q5,s4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,Cathedral,There's an eery echo in this place,
0,0,0,0,0,0,0,0,0,0,0,0,qa,3,qa,-,3,-,3,s4,q5,s4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5a,Cathedral,There's an eery echo in this place,
0,0,0,0,0,0,0,0,0,0,0,0,6t,3,3,-,3,-,3,3,3,3,3,3b,3b,3b,2,0,0,0,0,4,x,x,5,q,q,q,5,q,q,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,s,Bench,Not very comfortable,
0,0,0,0,0,0,0,0,0,0,0,1,>,3,3,3,3,3,3,3,3,3,3,3b,3b,3b,2,0,0,0,q,4,4,4,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,m,Gilded Plinth,Gaudy,
0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-,3,-,3,0,0,0,0,3b,qa,3b,2,0,0,0,q,4,s4,s4,5,q,q,q,5,q,q,q,5,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,k,Gilded Plinth,Gaudy,
0,0,0,0,0,0,0,0,0,0,0,1b,>,3,3,-,3,-,qa,0,2y,2y,0,3b,3b,3b,2,0,r,0,q,4,4,4,5,5,5,5,5,q,q,q,5,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6b,Isolation Chamber,Mystery Followers enter here to pray,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2y,0,3b,3b,3b,0,0,e,0,0,4,x,x,5,5,5,5,5,5,5,5,5,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,Archives,"Dark and Quiet, smells like secrets",
0,0,0,0,0,0,0,0,0,0,0,r,c,c,c,c,b,f,f,0,3y,0,0,9b,9b,0,0,e,e,e,0,0,0,0,0,5,5,5,5,5,q,q,5,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,q,Bookshelf,Stuffed full of books and manuscripts,
0,0,0,0,0,0,0,0,0,0,0,r,c,b,b,c,b,f,f,f,f,f,t,e,e,e,i,ta,ta,e,i,i,e,e,0,5,s3,s3,5,5,q,q,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9a,Stairs,The Entrance to the 7th Mystery Church,
0,0,0,0,0,0,0,0,0,0,r,g,g,f,f,b,f,f,f,f,f,f,t,e,e,e,e,e,e,e,e,e,e,9b,5,5,s3,5,5,5,q,q,5,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,e,Courtyard,Well-manicured grass,
0,0,0,0,0,0,0,0,0,r,g,g,g,f,f,f,f,f,f,f,f,f,t,e,e,e,e,e,e,e,e,e,e,9b,5,5,s3,s3,5,5,5,5,5,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,t,Small Fence,Keeps the goats in,
0,0,0,0,0,0,0,0,0,r,h,h,g,g,g,f,f,f,f,f,f,f,t,e,e,e,e,e,e,e,e,e,e,e,0,5,5,5,5,q,q,q,5,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9b,Stairs,Stairs to the 7th Mystery Archives,
0,0,0,0,0,0,0,0,0,0,r,h,g,g,g,f,f,f,f,f,f,f,t,e,e,e,e,e,e,e,e,e,e,i,0,5,5,5,5,q,q,q,5,q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,s3,Mystery Archive Front Desk,,
