0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7th Cathedral,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Raiders of the Lost Ankh,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Legend,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#,Name,Description,Notes
0,0,0,0,0,0,0,0,0,0,0,0,0,0,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,],Ritual Pool,"Only an inch deep, the water is very still",
0,0,0,0,0,0,0,0,0,0,0,_,_,_,_,_,_,_,_,_,_,_,_,_,ag,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,0,0,0,0,0,0,0,0,0,0,0,,2c,Conveyor Belt,Makes a mechanical whirring sound,
0,0,0,0,0,0,0,0,0,0,_,_,_,_,_,_,_,_,_,_,_,_,_,0,dg,0,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,0,0,0,0,0,0,0,0,0,0,,mc,Shipping Container,,
0,0,0,0,0,0,0,0,0,0,_,_,_,_,_,_,0,0,0,0,0,0,0,0,10,0,0,0,0,0,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,0,0,0,0,0,0,0,0,0,0,,4c,Shipping Container Interior,,
0,0,0,0,0,0,0,0,0,0,_,_,_,0,0,0,0,16,16,16,3t,3t,3t,3t,{1,3t,3t,3t,3t,0,0,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,0,0,0,0,0,0,0,0,0,0,,ha,Bush,Overgrown and flowering,
0,0,0,0,0,0,0,0,0,_,_,_,_,0,1r,1r,16,i5,i5,i5,16,4c,4c,4c,{1,4c,4c,4c,4c,3t,0,0,0,0,0,0,0,0,0,0,0,_,_,_,_,_,_,_,_,_,_,0,0,0,0,0,0,0,0,0,,ga,Grass,,
0,0,0,0,0,0,0,0,0,_,_,_,_,0,1r,2c,2c,i5,i5,i5,16,4c,4c,4c,{1,4c,7y,7y,4c,3t,0,0,38,38,38,38,38,38,38,38,0,0,_,_,_,_,_,_,_,_,_,0,0,0,0,0,0,0,0,0,,pa,Sixth Cathedral Annex Doorway,An ornately carved wooden door,
0,0,0,0,0,0,0,0,0,_,_,_,_,0,1r,2c,16,i5,i5,i5,16,4c,4c,4c,{1,{1,7y,7y,4c,3t,0,38,38,38,38,38,38,38,38,38,38,0,_,_,_,_,_,_,_,_,_,0,0,0,0,0,0,0,0,0,,ca,Small Pond,Shallow,
0,0,0,0,0,0,0,0,0,_,_,_,_,0,1r,2c,1r,16,16,16,4c,4c,4c,4c,{1,4c,7y,7y,4c,10,rz,38,38,38,38,38,38,38,38,38,38,0,_,_,_,_,_,_,_,_,_,0,0,0,0,0,0,0,0,0,,3a,Stairs,Stairs leading up to a door,
0,0,0,0,0,0,0,0,0,_,_,_,_,0,1r,2c,1r,4c,4c,4c,4c,4c,4c,4c,{1,4c,4c,4c,4c,4c,rz,38,38,38,38,38,38,38,38,38,38,0,_,_,_,_,_,_,_,_,_,0,0,0,0,0,0,0,0,0,,da,Small Pond,Deep,
0,0,0,0,0,0,0,0,0,_,_,_,_,0,1r,2c,1r,4c,4c,4c,{1,{1,{1,{1,{1,{1,{1,{1,{1,{1,0,38,38,38,38,38,38,38,38,38,38,0,0,0,0,0,_,_,_,_,_,0,0,0,0,0,0,0,0,0,,5a,Sixth Cathedral of Mystery,,
0,0,0,0,0,0,0,0,0,_,_,_,_,0,1r,2c,1r,0,0,4c,{1,4c,4c,4c,4c,4c,4c,4c,4c,{1,0,0,38,38,38,38,38,38,38,38,0,0,6y,6y,6y,0,0,_,_,_,_,0,0,0,0,0,0,0,0,0,,1a,Fence,It's a long way down to the wataer below,
0,0,0,0,0,0,0,0,0,_,_,_,_,0,1r,2c,1r,0,0,0,1j,0,0,0,0,0,0,0,0,1j,0,0,4j,4j,4j,0,0,rg,rg,0,0,6y,6y,6y,6y,6y,0,_,_,_,_,0,0,0,0,0,0,0,0,0,,cb,Pool of Water,A small waterfall pours into this pond,
0,0,0,0,0,0,0,0,0,_,_,_,_,0,1r,2c,1r,0,0,0,{1,7j,0,0,0,0,0,7j,7j,{1,7j,7j,7j,7j,7j,0,t6,6r,6r,6r,0,@,@,6y,@,@,0,_,_,_,_,0,0,0,0,0,0,0,0,0,,tr,The Water Closet Patio,A wooden Deck,
0,0,0,0,0,0,0,0,0,_,_,_,_,0,1r,2c,1r,0,0,7j,8u,7j,7j,7j,7j,7j,7j,7j,7j,8u,7j,7j,7j,7j,0,0,t6,6r,6r,6r,rh,6y,6y,6y,6y,6y,0,_,_,_,_,0,0,0,0,0,0,0,0,0,,},Infinity Pool,"Sitting just below the patio, it spills over the edge",
0,0,0,0,0,0,0,0,0,_,_,_,_,0,1r,2c,1r,7j,7j,k7,{1,k7,47,k7,47,k7,47,k7,47,{1,47,k7,7j,0,0,0,t6,6r,6r,s6,0,@,@,6y,@,@,0,_,_,_,_,0,0,0,0,0,0,0,0,0,,2c,Patio Doorway,Connects to the shop inside,
0,0,0,0,0,0,0,0,0,_,_,_,_,0,1r,2c,1r,7j,7j,47,q7,1g,1g,1g,7j,7j,1g,1g,1g,q7,7j,47,7j,0,0,0,t6,6r,6r,ib,0,6y,6y,6y,6y,6y,0,_,_,_,_,0,0,0,0,0,0,0,0,0,,4a,The Water Closet,Inside the store,
0,0,0,0,0,0,0,0,0,_,_,_,_,0,1r,2c,2c,2c,2c,2c,q7,1g,1g,1g,2c,2c,1g,1g,1g,q7,7j,k7,7j,0,0,0,t6,6r,6r,ib,0,0,6y,6y,6y,0,0,_,_,_,_,0,0,0,0,0,0,0,0,0,,2d,The Water Closet Back Door,Leads to the fridge,
0,0,0,0,0,0,0,0,0,_,_,_,_,0,1r,1r,1r,7j,7j,47,q7,1g,1g,1g,7j,7j,1g,1g,1g,q7,7j,47,7j,0,0,0,t6,6r,6r,6r,6r,0,0,0,0,0,_,_,_,_,_,0,0,0,0,0,0,0,0,0,,s2,The Water Closet Barstool,For patrons of the Water Closet,
0,0,0,0,0,0,0,0,0,_,_,_,_,0,0,0,0,7j,7j,k7,47,k7,47,k7,47,k7,47,2c,47,k7,47,k7,7j,7j,0,0,t6,6r,s6,6r,6r,6r,6r,0,0,0,_,_,_,_,_,0,0,0,0,0,0,0,0,0,,q,The Water Closet Bar Table,For patrons of the Water Closet,
